repo,build_tool,module_rel,class_path,fqcn,test_paths,fatjar_path
swagger-api/swagger-core,maven,modules/swagger-core,modules/swagger-core/src/main/java/io/swagger/v3/core/util/AnnotationsUtils.java,io.swagger.v3.core.util.AnnotationsUtils,modules/swagger-core/src/test/java/io/swagger/v3/core/util/AnnotationsUtilsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/swagger-api_swagger-core/modules_swagger-core/swagger-core-2.2.42-SNAPSHOT-jar-with-dependencies.jar
debezium/debezium,maven,debezium-connector-oracle,debezium-connector-oracle/src/main/java/io/debezium/connector/oracle/OracleConnectorConfig.java,io.debezium.connector.oracle.OracleConnectorConfig,debezium-connector-oracle/src/test/java/io/debezium/connector/oracle/OracleConnectorConfigTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/debezium_debezium/debezium-connector-oracle/debezium-connector-oracle-3.5.0-SNAPSHOT-jar-with-dependencies.jar
debezium/debezium,maven,debezium-connector-oracle,debezium-connector-oracle/src/main/java/io/debezium/connector/oracle/OracleConnection.java,io.debezium.connector.oracle.OracleConnection,debezium-connector-oracle/src/test/java/io/debezium/connector/oracle/OracleConnectionTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/debezium_debezium/debezium-connector-oracle/debezium-connector-oracle-3.5.0-SNAPSHOT-jar-with-dependencies.jar
orientechnologies/orientdb,maven,core,core/src/main/java/com/orientechnologies/orient/core/record/impl/ODocument.java,com.orientechnologies.orient.core.record.impl.ODocument,core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/orientechnologies_orientdb/core/orientdb-core-4.0.0-SNAPSHOT-jar-with-dependencies.jar
orientechnologies/orientdb,maven,core,core/src/main/java/com/orientechnologies/orient/core/sql/parser/OMatchStatement.java,com.orientechnologies.orient.core.sql.parser.OMatchStatement,core/src/test/java/com/orientechnologies/orient/core/sql/parser/OMatchStatementTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/orientechnologies_orientdb/core/orientdb-core-4.0.0-SNAPSHOT-jar-with-dependencies.jar
open-telemetry/opentelemetry-java-instrumentation,gradle,instrumentation-api,instrumentation-api/src/main/java/io/opentelemetry/instrumentation/api/instrumenter/Instrumenter.java,io.opentelemetry.instrumentation.api.instrumenter.Instrumenter,instrumentation-api/src/test/java/io/opentelemetry/instrumentation/api/instrumenter/InstrumenterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/open-telemetry_opentelemetry-java-instrumentation/instrumentation-api/opentelemetry-instrumentation-api-2.24.0-SNAPSHOT.jar
open-telemetry/opentelemetry-java-instrumentation,gradle,javaagent-tooling,javaagent-tooling/src/main/java/io/opentelemetry/javaagent/tooling/OpenTelemetryInstaller.java,io.opentelemetry.javaagent.tooling.OpenTelemetryInstaller,javaagent-tooling/src/test/java/io/opentelemetry/javaagent/tooling/OpenTelemetryInstallerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/open-telemetry_opentelemetry-java-instrumentation/javaagent-tooling/opentelemetry-javaagent-tooling-2.24.0-alpha-SNAPSHOT.jar
apache/pinot,maven,pinot-segment-local,pinot-segment-local/src/main/java/org/apache/pinot/segment/local/utils/TableConfigUtils.java,org.apache.pinot.segment.local.utils.TableConfigUtils,pinot-segment-local/src/test/java/org/apache/pinot/segment/local/utils/TableConfigUtilsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_pinot/pinot-segment-local/pinot-segment-local-1.5.0-SNAPSHOT-jar-with-dependencies.jar
apache/pinot,maven,pinot-controller,pinot-controller/src/main/java/org/apache/pinot/controller/helix/core/realtime/PinotLLCRealtimeSegmentManager.java,org.apache.pinot.controller.helix.core.realtime.PinotLLCRealtimeSegmentManager,pinot-controller/src/test/java/org/apache/pinot/controller/helix/core/realtime/PinotLLCRealtimeSegmentManagerTest.java,FAIL
real-logic/aeron,gradle,.,aeron-client/src/main/java/io/aeron/Subscription.java,io.aeron.Subscription,aeron-client/src/test/java/io/aeron/SubscriptionTest.java,FAIL
real-logic/aeron,gradle,.,aeron-cluster/src/main/java/io/aeron/cluster/client/AeronCluster.java,io.aeron.cluster.client.AeronCluster,aeron-cluster/src/test/java/io/aeron/cluster/client/AeronClusterTest.java,FAIL
reactor/reactor-core,gradle,reactor-core,reactor-core/src/main/java/reactor/core/publisher/Mono.java,reactor.core.publisher.Mono,reactor-core/src/test/java/reactor/core/publisher/scenarios/MonoTests.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/reactor_reactor-core/reactor-core/reactor-core-3.8.2-SNAPSHOT.jar
reactor/reactor-core,gradle,reactor-core,reactor-core/src/main/java/reactor/core/publisher/Operators.java,reactor.core.publisher.Operators,reactor-core/src/test/java/reactor/core/publisher/OperatorsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/reactor_reactor-core/reactor-core/reactor-core-3.8.2-SNAPSHOT.jar
hyperledger/besu,gradle,consensus/merge,consensus/merge/src/main/java/org/hyperledger/besu/consensus/merge/blockcreation/MergeCoordinator.java,org.hyperledger.besu.consensus.merge.blockcreation.MergeCoordinator,consensus/merge/src/test/java/org/hyperledger/besu/consensus/merge/blockcreation/MergeCoordinatorTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/hyperledger_besu/consensus_merge/besu-consensus-merge-26.1-develop-985b74b.jar
hyperledger/besu,gradle,ethereum/core,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/mainnet/MainnetProtocolSpecs.java,org.hyperledger.besu.ethereum.mainnet.MainnetProtocolSpecs,ethereum/core/src/test/java/org/hyperledger/besu/ethereum/mainnet/MainnetProtocolSpecsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/hyperledger_besu/ethereum_core/besu-ethereum-core-26.1-develop-985b74b.jar
apache/hudi,maven,hudi-client/hudi-client-common,hudi-client/hudi-client-common/src/main/java/org/apache/hudi/client/BaseHoodieWriteClient.java,org.apache.hudi.client.BaseHoodieWriteClient,hudi-client/hudi-client-common/src/test/java/org/apache/hudi/client/TestBaseHoodieWriteClient.java,FAIL
apache/hudi,maven,hudi-client/hudi-client-common,hudi-client/hudi-client-common/src/main/java/org/apache/hudi/config/HoodieWriteConfig.java,org.apache.hudi.config.HoodieWriteConfig,hudi-client/hudi-client-common/src/test/java/org/apache/hudi/config/TestHoodieWriteConfig.java,FAIL
bisq-network/bisq,gradle,common,common/src/main/java/bisq/common/config/Config.java,bisq.common.config.Config,common/src/test/java/bisq/common/config/ConfigTests.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/bisq-network_bisq/common/common.jar
bisq-network/bisq,gradle,core,core/src/main/java/bisq/core/user/Preferences.java,bisq.core.user.Preferences,core/src/test/java/bisq/core/user/PreferencesTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/bisq-network_bisq/core/core.jar
apache/incubator-shenyu,maven,shenyu-common,shenyu-common/src/main/java/org/apache/shenyu/common/enums/PluginEnum.java,org.apache.shenyu.common.enums.PluginEnum,shenyu-common/src/test/java/org/apache/shenyu/common/enums/PluginEnumTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_incubator-shenyu/shenyu-common/shenyu-common-2.7.1-SNAPSHOT-jar-with-dependencies.jar
apache/incubator-shenyu,maven,shenyu-common,shenyu-common/src/main/java/org/apache/shenyu/common/config/ShenyuConfig.java,org.apache.shenyu.common.config.ShenyuConfig,shenyu-common/src/test/java/org/apache/shenyu/common/config/ShenyuConfigTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_incubator-shenyu/shenyu-common/shenyu-common-2.7.1-SNAPSHOT-jar-with-dependencies.jar
line/armeria,gradle,core,core/src/main/java/com/linecorp/armeria/common/Flags.java,com.linecorp.armeria.common.Flags,core/src/test/java/com/linecorp/armeria/common/FlagsTest.java,FAIL
line/armeria,gradle,core,core/src/main/java/com/linecorp/armeria/server/HttpServerHandler.java,com.linecorp.armeria.server.HttpServerHandler,core/src/test/java/com/linecorp/armeria/server/HttpServerHandlerTest.java,FAIL
oracle/opengrok,maven,opengrok-indexer,opengrok-indexer/src/main/java/org/opengrok/indexer/configuration/RuntimeEnvironment.java,org.opengrok.indexer.configuration.RuntimeEnvironment,opengrok-indexer/src/test/java/org/opengrok/indexer/configuration/RuntimeEnvironmentTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/oracle_opengrok/opengrok-indexer/opengrok-1.14.5.jar
oracle/opengrok,maven,opengrok-indexer,opengrok-indexer/src/main/java/org/opengrok/indexer/index/IndexDatabase.java,org.opengrok.indexer.index.IndexDatabase,opengrok-indexer/src/test/java/org/opengrok/indexer/index/IndexDatabaseTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/oracle_opengrok/opengrok-indexer/opengrok-1.14.5.jar
fasterxml/jackson-databind,maven,.,src/main/java/tools/jackson/databind/introspect/POJOPropertiesCollector.java,,src/test/java/tools/jackson/databind/introspect/POJOPropertiesCollectorTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/fasterxml_jackson-databind/jackson-databind-3.1.0-SNAPSHOT-jar-with-dependencies.jar
fasterxml/jackson-databind,maven,.,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,,src/test/java/tools/jackson/databind/deser/bean/BeanDeserializerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/fasterxml_jackson-databind/jackson-databind-3.1.0-SNAPSHOT-jar-with-dependencies.jar
opentripplanner/opentripplanner,maven,application,application/src/main/java/org/opentripplanner/transit/service/DefaultTransitService.java,org.opentripplanner.transit.service.DefaultTransitService,application/src/test/java/org/opentripplanner/transit/service/DefaultTransitServiceTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/opentripplanner_opentripplanner/application/application-2.9.0-SNAPSHOT-jar-with-dependencies.jar
opentripplanner/opentripplanner,maven,application,application/src/main/java/org/opentripplanner/routing/linking/VertexLinker.java,org.opentripplanner.routing.linking.VertexLinker,application/src/test/java/org/opentripplanner/routing/linking/VertexLinkerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/opentripplanner_opentripplanner/application/application-2.9.0-SNAPSHOT-jar-with-dependencies.jar
skylot/jadx,gradle,jadx-core,jadx-core/src/main/java/jadx/api/JadxDecompiler.java,jadx.api.JadxDecompiler,jadx-core/src/test/java/jadx/api/JadxDecompilerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/skylot_jadx/jadx-core/jadx-core-dev.jar
skylot/jadx,gradle,jadx-core,jadx-core/src/main/java/jadx/core/codegen/ClassGen.java,jadx.core.codegen.ClassGen,jadx-core/src/test/java/jadx/tests/integration/others/TestClassGen.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/skylot_jadx/jadx-core/jadx-core-dev.jar
apache/hadoop,maven,hadoop-common-project/hadoop-common,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileSystem.java,org.apache.hadoop.fs.FileSystem,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/fs/TestFileSystem.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_hadoop/hadoop-common-project_hadoop-common/hadoop-common-3.5.0-SNAPSHOT-jar-with-dependencies.jar
apache/hadoop,maven,hadoop-common-project/hadoop-common,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/Server.java,org.apache.hadoop.ipc.Server,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestServer.java;hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/lib/server/TestServer.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_hadoop/hadoop-common-project_hadoop-common/hadoop-common-3.5.0-SNAPSHOT-jar-with-dependencies.jar
redisson/redisson,maven,redisson,redisson/src/main/java/org/redisson/RedissonExecutorService.java,org.redisson.RedissonExecutorService,redisson/src/test/java/org/redisson/executor/RedissonExecutorServiceTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/redisson_redisson/redisson/redisson-4.1.1-SNAPSHOT-jar-with-dependencies.jar
redisson/redisson,maven,redisson,redisson/src/main/java/org/redisson/RedissonScoredSortedSet.java,org.redisson.RedissonScoredSortedSet,redisson/src/test/java/org/redisson/RedissonScoredSortedSetTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/redisson_redisson/redisson/redisson-4.1.1-SNAPSHOT-jar-with-dependencies.jar
wiremock/wiremock,gradle,.,src/main/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptions.java,,src/test/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptionsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/wiremock_wiremock/wiremock-standalone-4.0.0-beta.24.jar
tomakehurst/wiremock,gradle,.,src/main/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptions.java,,src/test/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptionsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/tomakehurst_wiremock/wiremock-standalone-4.0.0-beta.24.jar
